model,experiment,random_seed,cross_validation_used,early_stopping,model_path,hyperparameters,train_accuracy,train_f1_weighted,train_f1_macro,train_precision_weighted,train_precision_macro,train_recall_weighted,train_recall_macro,train_top_1_accuracy,train_top_2_accuracy,train_top_3_accuracy,train_top_4_accuracy,train_top_5_accuracy,train_recognition_rate,test_accuracy,test_f1_weighted,test_f1_macro,test_precision_weighted,test_precision_macro,test_recall_weighted,test_recall_macro,test_top_1_accuracy,test_top_2_accuracy,test_top_3_accuracy,test_top_4_accuracy,test_top_5_accuracy,test_recognition_rate
ExtraTrees,I_vs_F,123,False,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/extratrees_I_vs_F_2025-08-14_220927_seed123_early_stop.pkl,"{'bootstrap': False, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'n_estimators': 100, 'n_jobs': -1, 'oob_score': False, 'random_state': 123, 'verbose': 0, 'warm_start': False}",0.8307692307692308,0.7866220735785953,0.774703557312253,0.7710407239819005,0.7593582887700535,0.8307692307692308,0.8181818181818182,0.8307692307692308,0.9230769230769231,1.0,1.0,1.0,0.7384615384615385,0.546875,0.4923623251748252,0.477442254714982,0.49702380952380953,0.4819624819624819,0.546875,0.5303030303030303,0.515625,0.828125,0.96875,0.96875,1.0,0.453125
GradientBoosting,I_vs_F,123,False,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/gradientboosting_I_vs_F_2025-08-14_220927_seed123_early_stop.pkl,"{'ccp_alpha': 0.0, 'criterion': 'friedman_mse', 'init': None, 'learning_rate': 0.1, 'loss': 'log_loss', 'max_depth': 3, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_iter_no_change': None, 'random_state': 123, 'subsample': 1.0, 'tol': 0.0001, 'validation_fraction': 0.1, 'verbose': 0, 'warm_start': False}",0.8307692307692308,0.7866220735785953,0.774703557312253,0.7710407239819005,0.7593582887700535,0.8307692307692308,0.8181818181818182,0.8307692307692308,0.9230769230769231,1.0,1.0,1.0,0.7384615384615385,0.515625,0.4599276722318602,0.44599047004301595,0.49846972880061113,0.48336458550362293,0.515625,0.5,0.484375,0.6875,0.796875,0.84375,0.84375,0.421875
KNN,I_vs_F,123,False,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/knn_I_vs_F_2025-08-14_220927_seed123_early_stop.pkl,"{'algorithm': 'auto', 'leaf_size': 30, 'metric': 'minkowski', 'metric_params': None, 'n_jobs': -1, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'}",0.4153846153846154,0.38060712216309944,0.37972793311761743,0.4814362560516407,0.4770555202373385,0.4153846153846154,0.4242424242424242,0.47692307692307695,0.7384615384615385,0.8769230769230769,0.9076923076923077,0.9076923076923077,0.4,0.359375,0.3048473696911197,0.2956095706095706,0.3197076612903226,0.31001955034213097,0.359375,0.34848484848484845,0.359375,0.5625,0.703125,0.765625,0.765625,0.328125
LogisticRegression,I_vs_F,123,False,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/logisticregression_I_vs_F_2025-08-14_220927_seed123_early_stop.pkl,"{'C': 1.0, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 100, 'multi_class': 'deprecated', 'n_jobs': -1, 'penalty': 'l2', 'random_state': 123, 'solver': 'lbfgs', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",0.36923076923076925,0.3430769230769231,0.3378787878787879,0.5016483516483518,0.494047619047619,0.36923076923076925,0.36363636363636365,0.36923076923076925,0.6307692307692307,0.8,0.8923076923076924,0.9076923076923077,0.36923076923076925,0.171875,0.12397851089588377,0.12022158632328123,0.22936320754716982,0.22241280731846771,0.171875,0.16666666666666666,0.171875,0.390625,0.53125,0.671875,0.71875,0.171875
RandomForest,I_vs_F,456,True,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/randomforest_I_vs_F_2025-08-14_220927_seed456_early_stop.pkl,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 500}",0.8307692307692308,0.7866220735785953,0.774703557312253,0.7710407239819005,0.7593582887700535,0.8307692307692308,0.8181818181818182,0.8307692307692308,0.9230769230769231,1.0,1.0,1.0,0.8307692307692308,0.5625,0.517288961038961,0.5016135379771743,0.5265625,0.5106060606060606,0.5625,0.5454545454545454,0.5625,0.8125,0.9375,0.96875,0.984375,0.5625
XGBoost,I_vs_F,456,True,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/xgboost_I_vs_F_2025-08-14_220927_seed456_early_stop.pkl,"{'colsample_bytree': 0.8, 'device': 'cpu', 'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 1000, 'reg_lambda': 1, 'subsample': 1.0}",0.8307692307692308,0.7866220735785953,0.774703557312253,0.7710407239819005,0.7593582887700535,0.8307692307692308,0.8181818181818182,0.8307692307692308,0.9230769230769231,1.0,1.0,1.0,0.8307692307692308,0.5625,0.521969696969697,0.5061524334251607,0.5276041666666667,0.5116161616161615,0.5625,0.5454545454545454,0.5625,0.78125,0.890625,0.90625,0.90625,0.5625
CatBoost,I_vs_F,456,True,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/catboost_I_vs_F_2025-08-14_220927_seed456_early_stop.pkl,"{'border_count': 32, 'depth': 6, 'iterations': 1000, 'l2_leaf_reg': 5, 'learning_rate': 0.05}",0.8307692307692308,0.7866220735785953,0.774703557312253,0.7710407239819005,0.7593582887700535,0.8307692307692308,0.8181818181818182,0.8307692307692308,0.9230769230769231,1.0,1.0,1.0,0.7384615384615385,0.53125,0.4848297535797536,0.47013794286521554,0.49107142857142855,0.4761904761904761,0.53125,0.5151515151515151,0.5,0.84375,0.953125,0.953125,0.96875,0.4375
SVM,I_vs_F,456,True,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/svm_I_vs_F_2025-08-14_220927_seed456_early_stop.pkl,"{'C': 10, 'decision_function_shape': 'ovo', 'gamma': 'scale', 'kernel': 'rbf'}",0.8307692307692308,0.7866220735785953,0.774703557312253,0.7710407239819005,0.7593582887700535,0.8307692307692308,0.8181818181818182,0.6615384615384615,0.7846153846153846,1.0,1.0,1.0,0.6615384615384615,0.484375,0.4429432546620047,0.4410647433374706,0.45733981092436976,0.45061115355233006,0.484375,0.5,0.453125,0.78125,0.953125,0.953125,0.96875,0.453125
MLP,I_vs_F,456,True,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/mlp_I_vs_F_2025-08-14_220927_seed456_early_stop.pkl,"{'activation': 'relu', 'alpha': 0.0001, 'batch_size': 36, 'early_stopping': True, 'hidden_layer_sizes': [50], 'learning_rate': 'constant', 'learning_rate_init': 0.001, 'max_iter': 2000, 'solver': 'adam'}",0.09230769230769231,0.015601300108342361,0.015364916773367477,0.008520710059171599,0.008391608391608392,0.09230769230769231,0.09090909090909091,0.09230769230769231,0.16923076923076924,0.26153846153846155,0.35384615384615387,0.4461538461538462,0.09230769230769231,0.09375,0.01607142857142857,0.015584415584415584,0.0087890625,0.008522727272727272,0.09375,0.09090909090909091,0.09375,0.1875,0.28125,0.375,0.46875,0.09375
NaiveBayes,I_vs_F,456,False,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/naivebayes_I_vs_F_2025-08-14_220927_seed456_early_stop.pkl,"{'priors': None, 'var_smoothing': 1e-09}",0.8307692307692308,0.7866220735785953,0.774703557312253,0.7710407239819005,0.7593582887700535,0.8307692307692308,0.8181818181818182,0.8307692307692308,0.9230769230769231,1.0,1.0,1.0,0.7384615384615385,0.5,0.4254479895104895,0.4125556261919898,0.3981026785714286,0.386038961038961,0.5,0.4848484848484848,0.46875,0.703125,0.828125,0.90625,0.9375,0.40625
LightGBM,I_vs_F,456,False,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/lightgbm_I_vs_F_2025-08-14_220927_seed456_early_stop.pkl,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.1, 'max_depth': -1, 'min_child_samples': 20, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 31, 'objective': None, 'random_state': 456, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'verbose': -1}",0.8307692307692308,0.7866220735785953,0.774703557312253,0.7710407239819005,0.7593582887700535,0.8307692307692308,0.8181818181818182,0.8307692307692308,0.9230769230769231,1.0,1.0,1.0,0.7384615384615385,0.5625,0.5178285256410257,0.5021367521367522,0.5616071428571429,0.5445887445887446,0.5625,0.5454545454545455,0.53125,0.6875,0.78125,0.828125,0.859375,0.46875
ExtraTrees,I_vs_F,456,False,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/extratrees_I_vs_F_2025-08-14_220927_seed456_early_stop.pkl,"{'bootstrap': False, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'n_estimators': 100, 'n_jobs': -1, 'oob_score': False, 'random_state': 456, 'verbose': 0, 'warm_start': False}",0.8307692307692308,0.7866220735785953,0.774703557312253,0.7710407239819005,0.7593582887700535,0.8307692307692308,0.8181818181818182,0.8307692307692308,0.9230769230769231,1.0,1.0,1.0,0.7384615384615385,0.546875,0.5018356643356643,0.4866285229921594,0.5098214285714285,0.4943722943722944,0.546875,0.5303030303030303,0.515625,0.8125,0.96875,0.984375,0.984375,0.453125
GradientBoosting,I_vs_F,456,False,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/gradientboosting_I_vs_F_2025-08-14_220927_seed456_early_stop.pkl,"{'ccp_alpha': 0.0, 'criterion': 'friedman_mse', 'init': None, 'learning_rate': 0.1, 'loss': 'log_loss', 'max_depth': 3, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_iter_no_change': None, 'random_state': 456, 'subsample': 1.0, 'tol': 0.0001, 'validation_fraction': 0.1, 'verbose': 0, 'warm_start': False}",0.8307692307692308,0.7866220735785953,0.774703557312253,0.7710407239819005,0.7593582887700535,0.8307692307692308,0.8181818181818182,0.8307692307692308,0.9230769230769231,1.0,1.0,1.0,0.7384615384615385,0.484375,0.4324083165875046,0.4193050342666711,0.474139371657754,0.4597715119105494,0.484375,0.4696969696969697,0.453125,0.671875,0.796875,0.828125,0.84375,0.390625
KNN,I_vs_F,456,False,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/knn_I_vs_F_2025-08-14_220927_seed456_early_stop.pkl,"{'algorithm': 'auto', 'leaf_size': 30, 'metric': 'minkowski', 'metric_params': None, 'n_jobs': -1, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'}",0.4153846153846154,0.38060712216309944,0.37972793311761743,0.4814362560516407,0.4770555202373385,0.4153846153846154,0.4242424242424242,0.47692307692307695,0.7384615384615385,0.8769230769230769,0.9076923076923077,0.9076923076923077,0.4,0.359375,0.3048473696911197,0.2956095706095706,0.3197076612903226,0.31001955034213097,0.359375,0.34848484848484845,0.359375,0.5625,0.703125,0.765625,0.765625,0.328125
LogisticRegression,I_vs_F,456,False,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/logisticregression_I_vs_F_2025-08-14_220927_seed456_early_stop.pkl,"{'C': 1.0, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 100, 'multi_class': 'deprecated', 'n_jobs': -1, 'penalty': 'l2', 'random_state': 456, 'solver': 'lbfgs', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",0.36923076923076925,0.3430769230769231,0.3378787878787879,0.5016483516483518,0.494047619047619,0.36923076923076925,0.36363636363636365,0.36923076923076925,0.6307692307692307,0.8,0.8923076923076924,0.9076923076923077,0.36923076923076925,0.171875,0.12397851089588377,0.12022158632328123,0.22936320754716982,0.22241280731846771,0.171875,0.16666666666666666,0.171875,0.390625,0.53125,0.671875,0.71875,0.171875
RandomForest,I_vs_T,42,True,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/randomforest_I_vs_T_2025-08-14_220927_seed42_early_stop.pkl,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 500}",0.8307692307692308,0.7866220735785953,0.774703557312253,0.7710407239819005,0.7593582887700535,0.8307692307692308,0.8181818181818182,0.8307692307692308,0.9230769230769231,1.0,1.0,1.0,0.8307692307692308,0.5714285714285714,0.5201150701150701,0.49647347601893055,0.5157596371882086,0.4923160173160172,0.5714285714285714,0.5454545454545454,0.5714285714285714,0.873015873015873,0.9841269841269841,1.0,1.0,0.5714285714285714
XGBoost,I_vs_T,42,True,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/xgboost_I_vs_T_2025-08-14_220927_seed42_early_stop.pkl,"{'colsample_bytree': 0.8, 'device': 'cpu', 'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 1000, 'reg_lambda': 1, 'subsample': 1.0}",0.8307692307692308,0.7866220735785953,0.774703557312253,0.7710407239819005,0.7593582887700535,0.8307692307692308,0.8181818181818182,0.8307692307692308,0.9230769230769231,1.0,1.0,1.0,0.8307692307692308,0.49206349206349204,0.44732137814844575,0.4397477588865149,0.44947089947089947,0.43712121212121213,0.49206349206349204,0.49999999999999994,0.49206349206349204,0.7777777777777778,0.8888888888888888,0.9523809523809523,0.9682539682539683,0.49206349206349204
CatBoost,I_vs_T,42,True,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/catboost_I_vs_T_2025-08-14_220927_seed42_early_stop.pkl,"{'border_count': 32, 'depth': 8, 'iterations': 1000, 'l2_leaf_reg': 1, 'learning_rate': 0.05}",0.8307692307692308,0.7866220735785953,0.774703557312253,0.7710407239819005,0.7593582887700535,0.8307692307692308,0.8181818181818182,0.8307692307692308,0.9230769230769231,1.0,1.0,1.0,0.7384615384615385,0.5079365079365079,0.4546564546564547,0.4339902521720704,0.4293650793650794,0.4098484848484848,0.5079365079365079,0.4848484848484849,0.47619047619047616,0.8412698412698413,0.9841269841269841,1.0,1.0,0.4126984126984127
SVM,I_vs_T,42,True,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/svm_I_vs_T_2025-08-14_220927_seed42_early_stop.pkl,"{'C': 10, 'decision_function_shape': 'ovo', 'gamma': 'scale', 'kernel': 'rbf'}",0.8307692307692308,0.7866220735785953,0.774703557312253,0.7710407239819005,0.7593582887700535,0.8307692307692308,0.8181818181818182,0.6923076923076923,0.9076923076923077,1.0,1.0,1.0,0.6923076923076923,0.4126984126984127,0.3700235437077543,0.3659634623749456,0.3772486772486772,0.3681818181818182,0.4126984126984127,0.4242424242424242,0.49206349206349204,0.7301587301587301,0.9047619047619048,0.9523809523809523,0.9841269841269841,0.49206349206349204
MLP,I_vs_T,42,True,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/mlp_I_vs_T_2025-08-14_220927_seed42_early_stop.pkl,"{'activation': 'relu', 'alpha': 0.0001, 'batch_size': 36, 'early_stopping': True, 'hidden_layer_sizes': [50], 'learning_rate': 'constant', 'learning_rate_init': 0.001, 'max_iter': 2000, 'solver': 'adam'}",0.09230769230769231,0.015601300108342361,0.015364916773367477,0.008520710059171599,0.008391608391608392,0.09230769230769231,0.09090909090909091,0.09230769230769231,0.16923076923076924,0.26153846153846155,0.35384615384615387,0.4461538461538462,0.09230769230769231,0.09523809523809523,0.016563146997929608,0.015810276679841896,0.009070294784580499,0.008658008658008658,0.09523809523809523,0.09090909090909091,0.09523809523809523,0.1746031746031746,0.23809523809523808,0.3333333333333333,0.42857142857142855,0.09523809523809523
NaiveBayes,I_vs_T,42,False,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/naivebayes_I_vs_T_2025-08-14_220927_seed42_early_stop.pkl,"{'priors': None, 'var_smoothing': 1e-09}",0.8307692307692308,0.7866220735785953,0.774703557312253,0.7710407239819005,0.7593582887700535,0.8307692307692308,0.8181818181818182,0.8307692307692308,0.9230769230769231,1.0,1.0,1.0,0.7384615384615385,0.49206349206349204,0.43247804172173915,0.41281994891620566,0.4778739778739779,0.45615243342516065,0.49206349206349204,0.4696969696969697,0.4603174603174603,0.6825396825396826,0.7936507936507936,0.8571428571428571,0.9365079365079365,0.3968253968253968
LightGBM,I_vs_T,42,False,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/lightgbm_I_vs_T_2025-08-14_220927_seed42_early_stop.pkl,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.1, 'max_depth': -1, 'min_child_samples': 20, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 31, 'objective': None, 'random_state': 42, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'verbose': -1}",0.8307692307692308,0.7866220735785953,0.774703557312253,0.7710407239819005,0.7593582887700535,0.8307692307692308,0.8181818181818182,0.8307692307692308,0.9230769230769231,1.0,1.0,1.0,0.7384615384615385,0.5555555555555556,0.5184498041640899,0.494883903974813,0.5126984126984127,0.4893939393939393,0.5555555555555556,0.5303030303030303,0.5238095238095238,0.7777777777777778,0.873015873015873,0.9047619047619048,0.9523809523809523,0.4603174603174603
ExtraTrees,I_vs_T,42,False,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/extratrees_I_vs_T_2025-08-14_220927_seed42_early_stop.pkl,"{'bootstrap': False, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'n_estimators': 100, 'n_jobs': -1, 'oob_score': False, 'random_state': 42, 'verbose': 0, 'warm_start': False}",0.8307692307692308,0.7866220735785953,0.774703557312253,0.7710407239819005,0.7593582887700535,0.8307692307692308,0.8181818181818182,0.8307692307692308,0.9230769230769231,1.0,1.0,1.0,0.7384615384615385,0.5873015873015873,0.5471639471639471,0.522292858656495,0.576681783824641,0.5504689754689754,0.5873015873015873,0.5606060606060606,0.5396825396825397,0.8412698412698413,0.9841269841269841,1.0,1.0,0.4603174603174603
GradientBoosting,I_vs_T,42,False,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/gradientboosting_I_vs_T_2025-08-14_220927_seed42_early_stop.pkl,"{'ccp_alpha': 0.0, 'criterion': 'friedman_mse', 'init': None, 'learning_rate': 0.1, 'loss': 'log_loss', 'max_depth': 3, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_iter_no_change': None, 'random_state': 42, 'subsample': 1.0, 'tol': 0.0001, 'validation_fraction': 0.1, 'verbose': 0, 'warm_start': False}",0.8307692307692308,0.7866220735785953,0.774703557312253,0.7710407239819005,0.7593582887700535,0.8307692307692308,0.8181818181818182,0.8307692307692308,0.9230769230769231,1.0,1.0,1.0,0.7384615384615385,0.47619047619047616,0.4233893091035948,0.40414434050797693,0.41020408163265304,0.3915584415584416,0.47619047619047616,0.45454545454545464,0.4444444444444444,0.6825396825396826,0.8253968253968254,0.873015873015873,0.873015873015873,0.38095238095238093
KNN,I_vs_T,42,False,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/knn_I_vs_T_2025-08-14_220927_seed42_early_stop.pkl,"{'algorithm': 'auto', 'leaf_size': 30, 'metric': 'minkowski', 'metric_params': None, 'n_jobs': -1, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'}",0.4153846153846154,0.38060712216309944,0.37972793311761743,0.4814362560516407,0.4770555202373385,0.4153846153846154,0.4242424242424242,0.47692307692307695,0.7384615384615385,0.8769230769230769,0.9076923076923077,0.9076923076923077,0.4,0.3492063492063492,0.3114229024943311,0.3020021645021645,0.41681363903586127,0.4006734006734007,0.3492063492063492,0.34848484848484845,0.36507936507936506,0.6507936507936508,0.6984126984126984,0.7619047619047619,0.8095238095238095,0.2857142857142857
LogisticRegression,I_vs_T,42,False,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/logisticregression_I_vs_T_2025-08-14_220927_seed42_early_stop.pkl,"{'C': 1.0, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 100, 'multi_class': 'deprecated', 'n_jobs': -1, 'penalty': 'l2', 'random_state': 42, 'solver': 'lbfgs', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",0.36923076923076925,0.3430769230769231,0.3378787878787879,0.5016483516483518,0.494047619047619,0.36923076923076925,0.36363636363636365,0.36923076923076925,0.6307692307692307,0.8,0.8923076923076924,0.9076923076923077,0.36923076923076925,0.19047619047619047,0.12914372098045565,0.1232735518449804,0.14027316352897748,0.13389711064129667,0.19047619047619047,0.1818181818181818,0.19047619047619047,0.42857142857142855,0.5396825396825397,0.6984126984126984,0.7301587301587301,0.19047619047619047
RandomForest,I_vs_T,123,True,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/randomforest_I_vs_T_2025-08-14_220927_seed123_early_stop.pkl,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 500}",0.8307692307692308,0.7866220735785953,0.774703557312253,0.7710407239819005,0.7593582887700535,0.8307692307692308,0.8181818181818182,0.8307692307692308,0.9230769230769231,1.0,1.0,1.0,0.8307692307692308,0.5238095238095238,0.47236995808424376,0.4508985963531418,0.4825396825396825,0.4606060606060606,0.5238095238095238,0.49999999999999994,0.5238095238095238,0.873015873015873,0.9841269841269841,1.0,1.0,0.5238095238095238
XGBoost,I_vs_T,123,True,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/xgboost_I_vs_T_2025-08-14_220927_seed123_early_stop.pkl,"{'colsample_bytree': 0.8, 'device': 'cpu', 'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 1000, 'reg_lambda': 3, 'subsample': 0.8}",0.8307692307692308,0.7866220735785953,0.774703557312253,0.7710407239819005,0.7593582887700535,0.8307692307692308,0.8181818181818182,0.8307692307692308,0.9230769230769231,1.0,1.0,1.0,0.8307692307692308,0.5238095238095238,0.4787942216513644,0.45703084793993887,0.46780045351473926,0.44653679653679657,0.5238095238095238,0.5,0.5238095238095238,0.8095238095238095,0.9523809523809523,0.9682539682539683,0.9841269841269841,0.5238095238095238
CatBoost,I_vs_T,123,True,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/catboost_I_vs_T_2025-08-14_220927_seed123_early_stop.pkl,"{'border_count': 32, 'depth': 6, 'iterations': 1000, 'l2_leaf_reg': 1, 'learning_rate': 0.1}",0.8307692307692308,0.7866220735785953,0.774703557312253,0.7710407239819005,0.7593582887700535,0.8307692307692308,0.8181818181818182,0.8307692307692308,0.9230769230769231,1.0,1.0,1.0,0.7384615384615385,0.5238095238095238,0.4695780410066125,0.448233584597221,0.4442176870748299,0.42402597402597403,0.5238095238095238,0.5,0.49206349206349204,0.8571428571428571,0.9682539682539683,0.9841269841269841,1.0,0.42857142857142855
SVM,I_vs_T,123,True,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/svm_I_vs_T_2025-08-14_220927_seed123_early_stop.pkl,"{'C': 10, 'decision_function_shape': 'ovo', 'gamma': 'scale', 'kernel': 'rbf'}",0.8307692307692308,0.7866220735785953,0.774703557312253,0.7710407239819005,0.7593582887700535,0.8307692307692308,0.8181818181818182,0.676923076923077,0.8307692307692308,1.0,1.0,1.0,0.676923076923077,0.4126984126984127,0.3700235437077543,0.3659634623749456,0.3772486772486772,0.3681818181818182,0.4126984126984127,0.4242424242424242,0.4444444444444444,0.6666666666666666,0.9047619047619048,0.9365079365079365,0.9841269841269841,0.4444444444444444
MLP,I_vs_T,123,True,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/mlp_I_vs_T_2025-08-14_220927_seed123_early_stop.pkl,"{'activation': 'relu', 'alpha': 0.0001, 'batch_size': 36, 'early_stopping': True, 'hidden_layer_sizes': [50], 'learning_rate': 'constant', 'learning_rate_init': 0.001, 'max_iter': 2000, 'solver': 'adam'}",0.09230769230769231,0.015601300108342361,0.015364916773367477,0.008520710059171599,0.008391608391608392,0.09230769230769231,0.09090909090909091,0.09230769230769231,0.18461538461538463,0.27692307692307694,0.36923076923076925,0.46153846153846156,0.09230769230769231,0.06349206349206349,0.007581141909500118,0.010854816824966078,0.004031242126480221,0.005772005772005772,0.06349206349206349,0.09090909090909091,0.06349206349206349,0.15873015873015872,0.25396825396825395,0.3492063492063492,0.4444444444444444,0.06349206349206349
NaiveBayes,I_vs_T,123,False,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/naivebayes_I_vs_T_2025-08-14_220927_seed123_early_stop.pkl,"{'priors': None, 'var_smoothing': 1e-09}",0.8307692307692308,0.7866220735785953,0.774703557312253,0.7710407239819005,0.7593582887700535,0.8307692307692308,0.8181818181818182,0.8307692307692308,0.9230769230769231,1.0,1.0,1.0,0.7384615384615385,0.49206349206349204,0.43247804172173915,0.41281994891620566,0.4778739778739779,0.45615243342516065,0.49206349206349204,0.4696969696969697,0.4603174603174603,0.6825396825396826,0.7936507936507936,0.8571428571428571,0.9365079365079365,0.3968253968253968
LightGBM,I_vs_T,123,False,True,experiment_results_statistical_IL_top_10_video_2025-08-14_220927_early_stop/lightgbm_I_vs_T_2025-08-14_220927_seed123_early_stop.pkl,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.1, 'max_depth': -1, 'min_child_samples': 20, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 31, 'objective': None, 'random_state': 123, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'verbose': -1}",0.8307692307692308,0.7866220735785953,0.774703557312253,0.7710407239819005,0.7593582887700535,0.8307692307692308,0.8181818181818182,0.8307692307692308,0.9230769230769231,1.0,1.0,1.0,0.7384615384615385,0.5555555555555556,0.5184498041640899,0.494883903974813,0.5126984126984127,0.4893939393939393,0.5555555555555556,0.5303030303030303,0.5238095238095238,0.7777777777777778,0.873015873015873,0.9047619047619048,0.9523809523809523,0.4603174603174603
