model,experiment,random_seed,early_stopping,model_path,hyperparameters,train_accuracy,train_f1_weighted,train_f1_macro,train_precision_weighted,train_precision_macro,train_recall_weighted,train_recall_macro,train_top_1_accuracy,train_top_2_accuracy,train_top_3_accuracy,train_top_4_accuracy,train_top_5_accuracy,train_recognition_rate,test_accuracy,test_f1_weighted,test_f1_macro,test_precision_weighted,test_precision_macro,test_recall_weighted,test_recall_macro,test_top_1_accuracy,test_top_2_accuracy,test_top_3_accuracy,test_top_4_accuracy,test_top_5_accuracy,test_recognition_rate
CatBoost,T_vs_I_seed42,42,False,experiment_results_2025-05-26T21-15-48/catboost_T_vs_I_seed42_2025-05-26T21-15-48_seed42.pkl,"{'border_count': 64, 'depth': 4, 'iterations': 200, 'l2_leaf_reg': 3, 'learning_rate': 0.05}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8333333333333334,0.8056878306878307,0.8056878306878307,0.8166666666666667,0.8166666666666667,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.875,0.9722222222222222,0.9861111111111112,0.9861111111111112,0.0
SVM,T_vs_I_seed42,42,False,experiment_results_2025-05-26T21-15-48/svm_T_vs_I_seed42_2025-05-26T21-15-48_seed42.pkl,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}",0.6944444444444444,0.7010582010582012,0.7010582010582012,0.8282407407407407,0.8282407407407407,0.6944444444444444,0.6944444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.19444444444444445,0.15123456790123455,0.15123456790123455,0.1433531746031746,0.1433531746031746,0.19444444444444445,0.19444444444444445,0.0,0.0,0.027777777777777776,0.05555555555555555,0.06944444444444445,0.0
RandomForest,T_vs_I_seed123,123,False,experiment_results_2025-05-26T21-15-48/randomforest_T_vs_I_seed123_2025-05-26T21-15-48_seed123.pkl,"{'bootstrap': True, 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8333333333333334,0.8083333333333333,0.8083333333333333,0.824074074074074,0.824074074074074,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.9444444444444444,0.9583333333333334,0.9722222222222222,0.9722222222222222,0.0
XGBoost,T_vs_I_seed123,123,False,experiment_results_2025-05-26T21-15-48/xgboost_T_vs_I_seed123_2025-05-26T21-15-48_seed123.pkl,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 200, 'reg_lambda': 1, 'subsample': 0.8}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6388888888888888,0.6010582010582011,0.6010582010582011,0.6037037037037037,0.6037037037037037,0.6388888888888888,0.6388888888888888,0.6388888888888888,0.7222222222222222,0.8472222222222222,0.9166666666666666,0.9305555555555556,0.0
CatBoost,T_vs_I_seed123,123,False,experiment_results_2025-05-26T21-15-48/catboost_T_vs_I_seed123_2025-05-26T21-15-48_seed123.pkl,"{'border_count': 64, 'depth': 4, 'iterations': 100, 'l2_leaf_reg': 5, 'learning_rate': 0.05}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7777777777777778,0.758641975308642,0.758641975308642,0.7903439153439153,0.7903439153439153,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.8611111111111112,0.9027777777777778,0.9583333333333334,0.9583333333333334,0.0
SVM,T_vs_I_seed123,123,False,experiment_results_2025-05-26T21-15-48/svm_T_vs_I_seed123_2025-05-26T21-15-48_seed123.pkl,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}",0.6944444444444444,0.7010582010582012,0.7010582010582012,0.8282407407407407,0.8282407407407407,0.6944444444444444,0.6944444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.19444444444444445,0.15123456790123455,0.15123456790123455,0.1433531746031746,0.1433531746031746,0.19444444444444445,0.19444444444444445,0.0,0.0,0.027777777777777776,0.05555555555555555,0.06944444444444445,0.0
RandomForest,T_vs_I_seed456,456,False,experiment_results_2025-05-26T21-15-48/randomforest_T_vs_I_seed456_2025-05-26T21-15-48_seed456.pkl,"{'bootstrap': True, 'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 300}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9027777777777778,0.8796296296296297,0.8796296296296297,0.8842592592592592,0.8842592592592592,0.9027777777777778,0.9027777777777778,0.9027777777777778,0.9305555555555556,0.9722222222222222,0.9722222222222222,0.9861111111111112,0.0
XGBoost,T_vs_I_seed456,456,False,experiment_results_2025-05-26T21-15-48/xgboost_T_vs_I_seed456_2025-05-26T21-15-48_seed456.pkl,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 200, 'reg_lambda': 1, 'subsample': 0.8}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6388888888888888,0.613095238095238,0.613095238095238,0.6407407407407407,0.6407407407407407,0.6388888888888888,0.6388888888888888,0.6388888888888888,0.75,0.8333333333333334,0.8888888888888888,0.9444444444444444,0.0
CatBoost,T_vs_I_seed456,456,False,experiment_results_2025-05-26T21-15-48/catboost_T_vs_I_seed456_2025-05-26T21-15-48_seed456.pkl,"{'border_count': 64, 'depth': 4, 'iterations': 200, 'l2_leaf_reg': 3, 'learning_rate': 0.05}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8055555555555556,0.7731481481481483,0.7731481481481483,0.7777777777777778,0.7777777777777778,0.8055555555555556,0.8055555555555556,0.8055555555555556,0.9583333333333334,0.9861111111111112,1.0,1.0,0.0
SVM,T_vs_I_seed456,456,False,experiment_results_2025-05-26T21-15-48/svm_T_vs_I_seed456_2025-05-26T21-15-48_seed456.pkl,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}",0.6944444444444444,0.7010582010582012,0.7010582010582012,0.8282407407407407,0.8282407407407407,0.6944444444444444,0.6944444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.19444444444444445,0.15123456790123455,0.15123456790123455,0.1433531746031746,0.1433531746031746,0.19444444444444445,0.19444444444444445,0.0,0.0,0.027777777777777776,0.05555555555555555,0.06944444444444445,0.0
